DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,GRADE,AMERICAN INDIAN OR ALASKAN NATIVE,ASIAN OR PACIFIC ISLANDER,BLACK (NOT HISPANIC),HISPANIC,WHITE (NOT HISPANIC),TOTAL,TOTAL Minority,% Minority
2690,PUEBLO CITY 60,7481,RONCALLI MIDDLE SCHOOL,SCHOOL TOTAL,4,3,24,379,209,619,410,66%
2690,PUEBLO CITY 60,7748,KEATING CONTINUING EDUCATION,7TH,0,0,0,3,1,4,3,75%
2690,PUEBLO CITY 60,7748,KEATING CONTINUING EDUCATION,8TH,0,0,0,4,2,6,4,67%
2690,PUEBLO CITY 60,7748,KEATING CONTINUING EDUCATION,9TH,0,0,1,30,3,34,31,91%
2690,PUEBLO CITY 60,7748,KEATING CONTINUING EDUCATION,10TH,1,0,0,26,15,42,27,64%
2690,PUEBLO CITY 60,7748,KEATING CONTINUING EDUCATION,11TH,0,0,1,36,25,62,37,60%
2690,PUEBLO CITY 60,7748,KEATING CONTINUING EDUCATION,12TH,1,0,2,83,39,125,86,69%
2690,PUEBLO CITY 60,7748,KEATING CONTINUING EDUCATION,SCHOOL TOTAL,2,0,4,182,85,273,188,69%
2690,PUEBLO CITY 60,8030,SOMERLID ELEMENTARY SCHOOL,PK,1,1,0,20,36,58,22,38%
2690,PUEBLO CITY 60,8030,SOMERLID ELEMENTARY SCHOOL,KINDERGARTEN,0,1,4,22,39,66,27,41%
2690,PUEBLO CITY 60,8030,SOMERLID ELEMENTARY SCHOOL,1ST,0,0,0,37,25,62,37,60%
2690,PUEBLO CITY 60,8030,SOMERLID ELEMENTARY SCHOOL,2ND,0,0,4,36,34,74,40,54%
2690,PUEBLO CITY 60,8030,SOMERLID ELEMENTARY SCHOOL,3RD,0,1,1,37,27,66,39,59%
2690,PUEBLO CITY 60,8030,SOMERLID ELEMENTARY SCHOOL,4TH,0,0,2,22,28,52,24,46%
2690,PUEBLO CITY 60,8030,SOMERLID ELEMENTARY SCHOOL,5TH,1,0,1,21,18,41,23,56%
2690,PUEBLO CITY 60,8030,SOMERLID ELEMENTARY SCHOOL,SCHOOL TOTAL,2,3,12,195,207,419,212,51%
2690,PUEBLO CITY 60,8082,SOUTH HIGH SCHOOL,9TH,1,1,21,215,217,455,238,52%
2690,PUEBLO CITY 60,8082,SOUTH HIGH SCHOOL,10TH,3,2,12,167,180,364,184,51%
2690,PUEBLO CITY 60,8082,SOUTH HIGH SCHOOL,11TH,4,0,10,133,159,306,147,48%
2690,PUEBLO CITY 60,8082,SOUTH HIGH SCHOOL,12TH,1,3,9,81,146,240,94,39%
2690,PUEBLO CITY 60,8082,SOUTH HIGH SCHOOL,SCHOOL TOTAL,9,6,52,596,702,1365,663,49%
2690,PUEBLO CITY 60,8116,SOUTH PARK ELEMENTARY SCHOOL,PK,0,1,2,20,7,30,23,77%
2690,PUEBLO CITY 60,8116,SOUTH PARK ELEMENTARY SCHOOL,KINDERGARTEN,1,1,3,44,19,68,49,72%
2690,PUEBLO CITY 60,8116,SOUTH PARK ELEMENTARY SCHOOL,1ST,0,0,1,41,11,53,42,79%
2690,PUEBLO CITY 60,8116,SOUTH PARK ELEMENTARY SCHOOL,2ND,1,1,2,39,12,55,43,78%
2690,PUEBLO CITY 60,8116,SOUTH PARK ELEMENTARY SCHOOL,3RD,0,0,1,39,13,53,40,75%
2690,PUEBLO CITY 60,8116,SOUTH PARK ELEMENTARY SCHOOL,4TH,0,1,0,40,14,55,41,75%
2690,PUEBLO CITY 60,8116,SOUTH PARK ELEMENTARY SCHOOL,5TH,1,0,0,42,17,60,43,72%
2690,PUEBLO CITY 60,8116,SOUTH PARK ELEMENTARY SCHOOL,SCHOOL TOTAL,3,4,9,265,93,374,281,75%
2690,PUEBLO CITY 60,8143,SPANN ELEMENTARY SCHOOL,PK,0,0,1,38,9,48,39,81%
2690,PUEBLO CITY 60,8143,SPANN ELEMENTARY SCHOOL,KINDERGARTEN,0,0,1,31,10,42,32,76%
2690,PUEBLO CITY 60,8143,SPANN ELEMENTARY SCHOOL,1ST,0,0,2,34,5,41,36,88%
2690,PUEBLO CITY 60,8143,SPANN ELEMENTARY SCHOOL,2ND,0,0,3,24,10,37,27,73%
2690,PUEBLO CITY 60,8143,SPANN ELEMENTARY SCHOOL,3RD,0,0,0,38,3,41,38,93%
2690,PUEBLO CITY 60,8143,SPANN ELEMENTARY SCHOOL,4TH,0,0,2,36,7,45,38,84%
2690,PUEBLO CITY 60,8143,SPANN ELEMENTARY SCHOOL,5TH,0,0,2,34,6,42,36,86%
2690,PUEBLO CITY 60,8143,SPANN ELEMENTARY SCHOOL,SCHOOL TOTAL,0,0,11,235,50,296,246,83%
2690,PUEBLO CITY 60,8402,SUNSET PARK ELEMENTARY SCHOOL,PK,0,0,0,39,22,61,39,64%
2690,PUEBLO CITY 60,8402,SUNSET PARK ELEMENTARY SCHOOL,HALF DAY K,0,0,0,0,1,1,0,0%
2690,PUEBLO CITY 60,8402,SUNSET PARK ELEMENTARY SCHOOL,KINDERGARTEN,0,0,1,29,33,63,30,48%
2690,PUEBLO CITY 60,8402,SUNSET PARK ELEMENTARY SCHOOL,1ST,0,0,0,37,37,74,37,50%
2690,PUEBLO CITY 60,8402,SUNSET PARK ELEMENTARY SCHOOL,2ND,0,1,1,38,37,77,40,52%
2690,PUEBLO CITY 60,8402,SUNSET PARK ELEMENTARY SCHOOL,3RD,0,1,1,34,33,69,36,52%
2690,PUEBLO CITY 60,8402,SUNSET PARK ELEMENTARY SCHOOL,4TH,0,0,0,40,36,76,40,53%
2690,PUEBLO CITY 60,8402,SUNSET PARK ELEMENTARY SCHOOL,5TH,0,1,2,27,37,67,30,45%
2690,PUEBLO CITY 60,8402,SUNSET PARK ELEMENTARY SCHOOL,SCHOOL TOTAL,0,3,5,244,236,488,252,52%
2690,PUEBLO CITY 60,9188,W H HEATON MIDDLE SCHOOL,6TH,4,2,5,144,71,226,155,69%
2690,PUEBLO CITY 60,9188,W H HEATON MIDDLE SCHOOL,7TH,2,1,4,130,76,213,137,64%
2690,PUEBLO CITY 60,9188,W H HEATON MIDDLE SCHOOL,8TH,1,2,7,135,84,229,145,63%
2690,PUEBLO CITY 60,9188,W H HEATON MIDDLE SCHOOL,SCHOOL TOTAL,7,5,16,409,231,668,437,65%
2690,PUEBLO CITY 60,9785,YOUTH & FAMILY ACADEMY CHARTER,7TH,0,0,0,10,1,11,10,91%
2690,PUEBLO CITY 60,9785,YOUTH & FAMILY ACADEMY CHARTER,8TH,0,0,1,15,3,19,16,84%
2690,PUEBLO CITY 60,9785,YOUTH & FAMILY ACADEMY CHARTER,9TH,0,0,1,20,10,31,21,68%
2690,PUEBLO CITY 60,9785,YOUTH & FAMILY ACADEMY CHARTER,10TH,0,0,0,33,13,46,33,72%
2690,PUEBLO CITY 60,9785,YOUTH & FAMILY ACADEMY CHARTER,11TH,2,1,2,47,13,65,52,80%
2690,PUEBLO CITY 60,9785,YOUTH & FAMILY ACADEMY CHARTER,12TH,0,0,0,22,6,28,22,79%
2690,PUEBLO CITY 60,9785,YOUTH & FAMILY ACADEMY CHARTER,SCHOOL TOTAL,2,1,4,147,46,200,154,77%
2690,PUEBLO CITY 60,,DISTRICT TOTAL,,164,155,508,11130,6347,18304,11957,65%
2700,PUEBLO COUNTY 70,0025,SKY VIEW MIDDLE SCHOOL,6TH,2,0,5,46,137,190,53,28%
2700,PUEBLO COUNTY 70,0025,SKY VIEW MIDDLE SCHOOL,7TH,1,3,7,27,142,180,38,21%
2700,PUEBLO COUNTY 70,0025,SKY VIEW MIDDLE SCHOOL,8TH,1,1,3,48,149,202,53,26%
2700,PUEBLO COUNTY 70,0025,SKY VIEW MIDDLE SCHOOL,SCHOOL TOTAL,4,4,15,121,428,572,144,25%
2700,PUEBLO COUNTY 70,0026,DESERT SAGE ELEMENTARY SCHOOL,PK,1,1,0,7,15,24,9,38%
2700,PUEBLO COUNTY 70,0026,DESERT SAGE ELEMENTARY SCHOOL,KINDERGARTEN,1,2,1,20,32,56,24,43%
2700,PUEBLO COUNTY 70,0026,DESERT SAGE ELEMENTARY SCHOOL,1ST,1,0,3,19,40,63,23,37%
2700,PUEBLO COUNTY 70,0026,DESERT SAGE ELEMENTARY SCHOOL,2ND,3,0,2,19,50,74,24,32%
2700,PUEBLO COUNTY 70,0026,DESERT SAGE ELEMENTARY SCHOOL,3RD,2,0,1,27,36,66,30,45%
2700,PUEBLO COUNTY 70,0026,DESERT SAGE ELEMENTARY SCHOOL,4TH,2,1,5,31,54,93,39,42%
2700,PUEBLO COUNTY 70,0026,DESERT SAGE ELEMENTARY SCHOOL,5TH,1,1,2,25,41,70,29,41%
2700,PUEBLO COUNTY 70,0026,DESERT SAGE ELEMENTARY SCHOOL,SCHOOL TOTAL,11,5,14,148,268,446,178,40%
2700,PUEBLO COUNTY 70,0472,AVONDALE ELEMENTARY SCHOOL,PK,0,0,0,15,4,19,15,79%
2700,PUEBLO COUNTY 70,0472,AVONDALE ELEMENTARY SCHOOL,KINDERGARTEN,0,0,0,14,14,28,14,50%
2700,PUEBLO COUNTY 70,0472,AVONDALE ELEMENTARY SCHOOL,1ST,0,0,0,26,11,37,26,70%
2700,PUEBLO COUNTY 70,0472,AVONDALE ELEMENTARY SCHOOL,2ND,0,0,0,17,13,30,17,57%
2700,PUEBLO COUNTY 70,0472,AVONDALE ELEMENTARY SCHOOL,3RD,0,0,1,22,6,29,23,79%
2700,PUEBLO COUNTY 70,0472,AVONDALE ELEMENTARY SCHOOL,4TH,0,1,0,20,13,34,21,62%
2700,PUEBLO COUNTY 70,0472,AVONDALE ELEMENTARY SCHOOL,5TH,0,0,0,18,9,27,18,67%
2700,PUEBLO COUNTY 70,0472,AVONDALE ELEMENTARY SCHOOL,SCHOOL TOTAL,0,1,1,132,70,204,134,66%
2700,PUEBLO COUNTY 70,0852,BEULAH ELEMENTARY SCHOOL,KINDERGARTEN,0,0,0,3,13,16,3,19%
2700,PUEBLO COUNTY 70,0852,BEULAH ELEMENTARY SCHOOL,1ST,0,0,0,4,13,17,4,24%
2700,PUEBLO COUNTY 70,0852,BEULAH ELEMENTARY SCHOOL,2ND,0,0,0,0,9,9,0,0%
2700,PUEBLO COUNTY 70,0852,BEULAH ELEMENTARY SCHOOL,3RD,0,0,0,0,21,21,0,0%
2700,PUEBLO COUNTY 70,0852,BEULAH ELEMENTARY SCHOOL,4TH,0,0,0,4,6,10,4,40%
2700,PUEBLO COUNTY 70,0852,BEULAH ELEMENTARY SCHOOL,5TH,0,0,1,0,15,16,1,6%
2700,PUEBLO COUNTY 70,0852,BEULAH ELEMENTARY SCHOOL,SCHOOL TOTAL,0,0,1,11,77,89,12,13%
2700,PUEBLO COUNTY 70,0856,BEULAH MIDDLE SCHOOL,6TH,0,0,1,0,19,20,1,5%
2700,PUEBLO COUNTY 70,0856,BEULAH MIDDLE SCHOOL,7TH,0,0,0,2,12,14,2,14%
2700,PUEBLO COUNTY 70,0856,BEULAH MIDDLE SCHOOL,8TH,0,0,1,2,10,13,3,23%
2700,PUEBLO COUNTY 70,0856,BEULAH MIDDLE SCHOOL,SCHOOL TOTAL,0,0,2,4,41,47,6,13%
2700,PUEBLO COUNTY 70,1377,CEDAR RIDGE ELEMENTARY SCHOOL,PK,0,0,0,5,26,31,5,16%
2700,PUEBLO COUNTY 70,1377,CEDAR RIDGE ELEMENTARY SCHOOL,HALF DAY K,1,1,2,4,43,51,8,16%
2700,PUEBLO COUNTY 70,1377,CEDAR RIDGE ELEMENTARY SCHOOL,1ST,1,3,0,7,54,65,11,17%
2700,PUEBLO COUNTY 70,1377,CEDAR RIDGE ELEMENTARY SCHOOL,2ND,0,0,1,4,59,64,5,8%
2700,PUEBLO COUNTY 70,1377,CEDAR RIDGE ELEMENTARY SCHOOL,3RD,2,1,0,14,55,72,17,24%
2700,PUEBLO COUNTY 70,1377,CEDAR RIDGE ELEMENTARY SCHOOL,4TH,0,1,0,5,46,52,6,12%
2700,PUEBLO COUNTY 70,1377,CEDAR RIDGE ELEMENTARY SCHOOL,5TH,3,3,1,6,57,70,13,19%
2700,PUEBLO COUNTY 70,1377,CEDAR RIDGE ELEMENTARY SCHOOL,SCHOOL TOTAL,7,9,4,45,340,405,65,16%
2700,PUEBLO COUNTY 70,3279,FUTURES ACADEMY,7TH,0,0,0,0,2,2,0,0%
2700,PUEBLO COUNTY 70,3279,FUTURES ACADEMY,8TH,0,0,0,3,4,7,3,43%
2700,PUEBLO COUNTY 70,3279,FUTURES ACADEMY,9TH,0,0,0,5,7,12,5,42%
2700,PUEBLO COUNTY 70,3279,FUTURES ACADEMY,10TH,0,0,0,2,6,8,2,25%
2700,PUEBLO COUNTY 70,3279,FUTURES ACADEMY,11TH,0,0,0,8,14,22,8,36%
2700,PUEBLO COUNTY 70,3279,FUTURES ACADEMY,12TH,0,0,1,17,18,36,18,50%
2700,PUEBLO COUNTY 70,3279,FUTURES ACADEMY,SCHOOL TOTAL,0,0,1,35,51,87,36,41%
2700,PUEBLO COUNTY 70,6354,NORTH MESA ELEMENTARY SCHOOL,PK,0,0,1,12,16,29,13,45%
2700,PUEBLO COUNTY 70,6354,NORTH MESA ELEMENTARY SCHOOL,HALF DAY K,0,0,0,13,29,42,13,31%
2700,PUEBLO COUNTY 70,6354,NORTH MESA ELEMENTARY SCHOOL,1ST,0,1,2,21,31,55,24,44%
2700,PUEBLO COUNTY 70,6354,NORTH MESA ELEMENTARY SCHOOL,2ND,0,0,2,15,28,45,17,38%
2700,PUEBLO COUNTY 70,6354,NORTH MESA ELEMENTARY SCHOOL,3RD,0,0,0,18,39,57,18,32%
2700,PUEBLO COUNTY 70,6354,NORTH MESA ELEMENTARY SCHOOL,4TH,3,0,1,27,33,64,31,48%
2700,PUEBLO COUNTY 70,6354,NORTH MESA ELEMENTARY SCHOOL,5TH,0,0,1,20,40,61,21,34%
2700,PUEBLO COUNTY 70,6354,NORTH MESA ELEMENTARY SCHOOL,SCHOOL TOTAL,3,1,7,126,216,353,137,39%
2700,PUEBLO COUNTY 70,7086,PLEASANT VIEW MIDDLE SCHOOL,6TH,3,0,1,32,59,95,36,38%
2700,PUEBLO COUNTY 70,7086,PLEASANT VIEW MIDDLE SCHOOL,7TH,1,0,2,42,76,121,45,37%
2700,PUEBLO COUNTY 70,7086,PLEASANT VIEW MIDDLE SCHOOL,8TH,0,0,0,46,83,129,46,36%
2700,PUEBLO COUNTY 70,7086,PLEASANT VIEW MIDDLE SCHOOL,SCHOOL TOTAL,4,0,3,120,218,345,127,37%
2700,PUEBLO COUNTY 70,7153,PRAIRIE WINDS ELEMENTARY SCHOOL,PK,0,1,0,8,19,28,9,32%
2700,PUEBLO COUNTY 70,7153,PRAIRIE WINDS ELEMENTARY SCHOOL,HALF DAY K,3,0,1,15,52,71,19,27%
2700,PUEBLO COUNTY 70,7153,PRAIRIE WINDS ELEMENTARY SCHOOL,1ST,0,2,2,24,64,92,28,30%
2700,PUEBLO COUNTY 70,7153,PRAIRIE WINDS ELEMENTARY SCHOOL,2ND,1,4,1,21,71,98,27,28%
2700,PUEBLO COUNTY 70,7153,PRAIRIE WINDS ELEMENTARY SCHOOL,3RD,2,0,0,17,59,78,19,24%
2700,PUEBLO COUNTY 70,7153,PRAIRIE WINDS ELEMENTARY SCHOOL,4TH,2,2,0,17,62,83,21,25%
2700,PUEBLO COUNTY 70,7153,PRAIRIE WINDS ELEMENTARY SCHOOL,5TH,0,0,2,30,72,104,32,31%
2700,PUEBLO COUNTY 70,7153,PRAIRIE WINDS ELEMENTARY SCHOOL,SCHOOL TOTAL,8,9,6,132,399,554,155,28%
2700,PUEBLO COUNTY 70,7208,PUEBLO COUNTY HIGH SCHOOL,9TH,0,2,2,64,131,199,68,34%
2700,PUEBLO COUNTY 70,7208,PUEBLO COUNTY HIGH SCHOOL,10TH,0,0,0,65,152,217,65,30%
2700,PUEBLO COUNTY 70,7208,PUEBLO COUNTY HIGH SCHOOL,11TH,2,0,0,42,138,182,44,24%
2700,PUEBLO COUNTY 70,7208,PUEBLO COUNTY HIGH SCHOOL,12TH,0,0,1,62,126,189,63,33%
2700,PUEBLO COUNTY 70,7208,PUEBLO COUNTY HIGH SCHOOL,SCHOOL TOTAL,2,2,3,233,547,787,240,30%
2700,PUEBLO COUNTY 70,7210,PUEBLO WEST ELEMENTARY SCHOOL,PK,0,0,1,7,16,24,8,33%
2700,PUEBLO COUNTY 70,7210,PUEBLO WEST ELEMENTARY SCHOOL,HALF DAY K,1,0,2,10,23,36,13,36%
2700,PUEBLO COUNTY 70,7210,PUEBLO WEST ELEMENTARY SCHOOL,KINDERGARTEN,0,0,1,8,14,23,9,39%
2700,PUEBLO COUNTY 70,7210,PUEBLO WEST ELEMENTARY SCHOOL,1ST,2,0,1,16,49,68,19,28%
2700,PUEBLO COUNTY 70,7210,PUEBLO WEST ELEMENTARY SCHOOL,2ND,1,0,1,17,41,60,19,32%
2700,PUEBLO COUNTY 70,7210,PUEBLO WEST ELEMENTARY SCHOOL,3RD,1,0,4,20,33,58,25,43%
2700,PUEBLO COUNTY 70,7210,PUEBLO WEST ELEMENTARY SCHOOL,4TH,2,2,3,27,29,63,34,54%
2700,PUEBLO COUNTY 70,7210,PUEBLO WEST ELEMENTARY SCHOOL,5TH,1,1,2,16,39,59,20,34%
2700,PUEBLO COUNTY 70,7210,PUEBLO WEST ELEMENTARY SCHOOL,SCHOOL TOTAL,8,3,15,121,244,391,147,38%
2700,PUEBLO COUNTY 70,7211,PUEBLO TECHNICAL ACADEMY,9TH,0,1,2,5,30,38,8,21%
2700,PUEBLO COUNTY 70,7211,PUEBLO TECHNICAL ACADEMY,10TH,0,0,0,8,18,26,8,31%
2700,PUEBLO COUNTY 70,7211,PUEBLO TECHNICAL ACADEMY,11TH,1,0,0,0,19,20,1,5%
2700,PUEBLO COUNTY 70,7211,PUEBLO TECHNICAL ACADEMY,12TH,0,1,0,5,9,15,6,40%
2700,PUEBLO COUNTY 70,7211,PUEBLO TECHNICAL ACADEMY,SCHOOL TOTAL,1,2,2,18,76,99,23,23%
2700,PUEBLO COUNTY 70,7212,PUEBLO WEST MIDDLE SCHOOL,6TH,1,3,5,57,113,179,66,37%
2700,PUEBLO COUNTY 70,7212,PUEBLO WEST MIDDLE SCHOOL,7TH,4,0,5,60,115,184,69,38%
2700,PUEBLO COUNTY 70,7212,PUEBLO WEST MIDDLE SCHOOL,8TH,3,0,5,48,115,171,56,33%
2700,PUEBLO COUNTY 70,7212,PUEBLO WEST MIDDLE SCHOOL,SCHOOL TOTAL,8,3,15,165,343,534,191,36%
2700,PUEBLO COUNTY 70,7214,PUEBLO WEST HIGH SCHOOL,9TH,3,6,10,97,243,359,116,32%
2700,PUEBLO COUNTY 70,7214,PUEBLO WEST HIGH SCHOOL,10TH,5,7,3,79,234,328,94,29%
2700,PUEBLO COUNTY 70,7214,PUEBLO WEST HIGH SCHOOL,11TH,2,3,10,70,227,312,85,27%
2700,PUEBLO COUNTY 70,7214,PUEBLO WEST HIGH SCHOOL,12TH,3,2,2,50,212,269,57,21%
2700,PUEBLO COUNTY 70,7214,PUEBLO WEST HIGH SCHOOL,SCHOOL TOTAL,13,18,25,296,916,1268,352,28%
2700,PUEBLO COUNTY 70,7530,RYE ELEMENTARY SCHOOL,PK,0,0,0,2,28,30,2,7%
2700,PUEBLO COUNTY 70,7530,RYE ELEMENTARY SCHOOL,KINDERGARTEN,0,0,0,3,42,45,3,7%
2700,PUEBLO COUNTY 70,7530,RYE ELEMENTARY SCHOOL,1ST,1,1,1,7,36,46,10,22%
2700,PUEBLO COUNTY 70,7530,RYE ELEMENTARY SCHOOL,2ND,0,1,0,2,51,54,3,6%
2700,PUEBLO COUNTY 70,7530,RYE ELEMENTARY SCHOOL,3RD,0,0,0,7,41,48,7,15%
2700,PUEBLO COUNTY 70,7530,RYE ELEMENTARY SCHOOL,4TH,1,1,0,2,43,47,4,9%
2700,PUEBLO COUNTY 70,7530,RYE ELEMENTARY SCHOOL,5TH,4,0,0,4,47,55,8,15%
2700,PUEBLO COUNTY 70,7530,RYE ELEMENTARY SCHOOL,SCHOOL TOTAL,6,3,1,27,288,325,37,11%
2700,PUEBLO COUNTY 70,7532,CRAVER MIDDLE SCHOOL,6TH,3,0,0,6,43,52,9,17%
2700,PUEBLO COUNTY 70,7532,CRAVER MIDDLE SCHOOL,7TH,0,0,0,3,46,49,3,6%
2700,PUEBLO COUNTY 70,7532,CRAVER MIDDLE SCHOOL,8TH,1,0,0,3,54,58,4,7%
2700,PUEBLO COUNTY 70,7532,CRAVER MIDDLE SCHOOL,SCHOOL TOTAL,4,0,0,12,143,159,16,10%
2700,PUEBLO COUNTY 70,7534,RYE HIGH SCHOOL,9TH,0,1,0,7,63,71,8,11%
2700,PUEBLO COUNTY 70,7534,RYE HIGH SCHOOL,10TH,1,0,0,3,46,50,4,8%
2700,PUEBLO COUNTY 70,7534,RYE HIGH SCHOOL,11TH,1,0,1,6,51,59,8,14%
2700,PUEBLO COUNTY 70,7534,RYE HIGH SCHOOL,12TH,0,1,0,11,58,70,12,17%
2700,PUEBLO COUNTY 70,7534,RYE HIGH SCHOOL,SCHOOL TOTAL,2,2,1,27,218,250,32,13%
2700,PUEBLO COUNTY 70,7879,SOUTHERN COLORADO EARLY COLLEGE,9TH,1,0,0,10,34,45,11,24%
2700,PUEBLO COUNTY 70,7879,SOUTHERN COLORADO EARLY COLLEGE,10TH,0,0,1,8,35,44,9,20%
2700,PUEBLO COUNTY 70,7879,SOUTHERN COLORADO EARLY COLLEGE,11TH,0,0,1,6,31,38,7,18%
2700,PUEBLO COUNTY 70,7879,SOUTHERN COLORADO EARLY COLLEGE,12TH,0,0,1,10,33,44,11,25%
2700,PUEBLO COUNTY 70,7879,SOUTHERN COLORADO EARLY COLLEGE,SCHOOL TOTAL,1,0,3,34,133,171,38,22%
2700,PUEBLO COUNTY 70,7886,SIERRA VISTA ELEMENTARY SCHOOL,PK,0,3,1,7,16,27,11,41%
2700,PUEBLO COUNTY 70,7886,SIERRA VISTA ELEMENTARY SCHOOL,HALF DAY K,0,1,1,19,43,64,21,33%
2700,PUEBLO COUNTY 70,7886,SIERRA VISTA ELEMENTARY SCHOOL,1ST,0,2,3,27,70,102,32,31%
2700,PUEBLO COUNTY 70,7886,SIERRA VISTA ELEMENTARY SCHOOL,2ND,0,4,1,13,46,64,18,28%
2700,PUEBLO COUNTY 70,7886,SIERRA VISTA ELEMENTARY SCHOOL,3RD,0,2,3,25,66,96,30,31%
2700,PUEBLO COUNTY 70,7886,SIERRA VISTA ELEMENTARY SCHOOL,4TH,0,2,4,23,63,92,29,32%
2700,PUEBLO COUNTY 70,7886,SIERRA VISTA ELEMENTARY SCHOOL,5TH,0,1,4,25,66,96,30,31%
2700,PUEBLO COUNTY 70,7886,SIERRA VISTA ELEMENTARY SCHOOL,SCHOOL TOTAL,0,15,17,139,370,541,171,32%
2700,PUEBLO COUNTY 70,8110,SOUTH MESA ELEMENTARY SCHOOL,PK,0,0,0,9,20,29,9,31%
2700,PUEBLO COUNTY 70,8110,SOUTH MESA ELEMENTARY SCHOOL,HALF DAY K,1,2,0,20,20,43,23,53%
2700,PUEBLO COUNTY 70,8110,SOUTH MESA ELEMENTARY SCHOOL,1ST,0,1,0,20,33,54,21,39%
2700,PUEBLO COUNTY 70,8110,SOUTH MESA ELEMENTARY SCHOOL,2ND,1,0,1,21,28,51,23,45%
2700,PUEBLO COUNTY 70,8110,SOUTH MESA ELEMENTARY SCHOOL,3RD,1,2,0,20,27,50,23,46%
2700,PUEBLO COUNTY 70,8110,SOUTH MESA ELEMENTARY SCHOOL,4TH,0,0,0,23,31,54,23,43%
2700,PUEBLO COUNTY 70,8110,SOUTH MESA ELEMENTARY SCHOOL,5TH,1,0,0,16,24,41,17,41%
2700,PUEBLO COUNTY 70,8110,SOUTH MESA ELEMENTARY SCHOOL,SCHOOL TOTAL,4,5,1,129,183,322,139,43%
2700,PUEBLO COUNTY 70,8420,SWALLOWS CHARTER ACADEMY,HALF DAY K,0,0,1,7,14,22,8,36%
2700,PUEBLO COUNTY 70,8420,SWALLOWS CHARTER ACADEMY,1ST,0,1,0,3,18,22,4,18%
2700,PUEBLO COUNTY 70,8420,SWALLOWS CHARTER ACADEMY,2ND,0,0,1,4,17,22,5,23%
2700,PUEBLO COUNTY 70,8420,SWALLOWS CHARTER ACADEMY,3RD,0,0,0,4,18,22,4,18%
2700,PUEBLO COUNTY 70,8420,SWALLOWS CHARTER ACADEMY,4TH,0,1,0,9,12,22,10,45%
2700,PUEBLO COUNTY 70,8420,SWALLOWS CHARTER ACADEMY,5TH,0,0,0,8,14,22,8,36%
2700,PUEBLO COUNTY 70,8420,SWALLOWS CHARTER ACADEMY,6TH,1,1,1,11,30,44,14,32%
2700,PUEBLO COUNTY 70,8420,SWALLOWS CHARTER ACADEMY,7TH,0,0,1,8,35,44,9,20%
2700,PUEBLO COUNTY 70,8420,SWALLOWS CHARTER ACADEMY,8TH,0,0,2,9,33,44,11,25%
2700,PUEBLO COUNTY 70,8420,SWALLOWS CHARTER ACADEMY,SCHOOL TOTAL,1,3,6,63,191,264,73,28%
2700,PUEBLO COUNTY 70,8810,THE CONNECT CHARTER SCHOOL,6TH,0,2,2,30,70,104,34,33%
2700,PUEBLO COUNTY 70,8810,THE CONNECT CHARTER SCHOOL,7TH,0,4,0,17,51,72,21,29%
2700,PUEBLO COUNTY 70,8810,THE CONNECT CHARTER SCHOOL,8TH,0,3,1,11,49,64,15,23%
2700,PUEBLO COUNTY 70,8810,THE CONNECT CHARTER SCHOOL,SCHOOL TOTAL,0,9,3,58,170,240,70,29%
2700,PUEBLO COUNTY 70,9130,VINELAND ELEMENTARY SCHOOL,PK,0,0,0,8,13,21,8,38%
2700,PUEBLO COUNTY 70,9130,VINELAND ELEMENTARY SCHOOL,KINDERGARTEN,0,0,1,12,37,50,13,26%
2700,PUEBLO COUNTY 70,9130,VINELAND ELEMENTARY SCHOOL,1ST,0,0,1,8,26,35,9,26%
2700,PUEBLO COUNTY 70,9130,VINELAND ELEMENTARY SCHOOL,2ND,0,0,0,12,30,42,12,29%
2700,PUEBLO COUNTY 70,9130,VINELAND ELEMENTARY SCHOOL,3RD,0,0,0,3,28,31,3,10%
2700,PUEBLO COUNTY 70,9130,VINELAND ELEMENTARY SCHOOL,4TH,0,0,2,11,20,33,13,39%
2700,PUEBLO COUNTY 70,9130,VINELAND ELEMENTARY SCHOOL,5TH,0,0,0,7,26,33,7,21%
2700,PUEBLO COUNTY 70,9130,VINELAND ELEMENTARY SCHOOL,SCHOOL TOTAL,0,0,4,61,180,245,65,27%
2700,PUEBLO COUNTY 70,9134,VINELAND MIDDLE SCHOOL,6TH,0,0,0,41,49,90,41,46%
2700,PUEBLO COUNTY 70,9134,VINELAND MIDDLE SCHOOL,7TH,1,0,0,26,48,75,27,36%
2700,PUEBLO COUNTY 70,9134,VINELAND MIDDLE SCHOOL,8TH,0,2,1,20,43,66,23,35%
2700,PUEBLO COUNTY 70,9134,VINELAND MIDDLE SCHOOL,SCHOOL TOTAL,1,2,1,87,140,231,91,39%
2700,PUEBLO COUNTY 70,,DISTRICT TOTAL,,88,96,151,2344,6250,8929,2679,30%
2710,MEEKER RE1,5750,MEEKER ELEMENTARY SCHOOL,PK,1,1,0,13,38,53,15,28%
2710,MEEKER RE1,5750,MEEKER ELEMENTARY SCHOOL,HALF DAY K,0,0,0,6,48,54,6,11%
2710,MEEKER RE1,5750,MEEKER ELEMENTARY SCHOOL,1ST,0,0,0,8,38,46,8,17%
2710,MEEKER RE1,5750,MEEKER ELEMENTARY SCHOOL,2ND,0,0,0,6,42,48,6,13%
