DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,GRADE,AMERICAN INDIAN OR ALASKAN NATIVE,ASIAN OR PACIFIC ISLANDER,BLACK (NOT HISPANIC),HISPANIC,WHITE (NOT HISPANIC),TOTAL,TOTAL Minority,% Minority
0270,CAMPO RE-6,1248,CAMPO ELEMENTARY SCHOOL,SCHOOL TOTAL,0,0,0,3,19,22,3,14%
0270,CAMPO RE-6,1252,CAMPO UNDIVIDED HIGH SCHOOL,6TH,0,0,0,1,4,5,1,20%
0270,CAMPO RE-6,1252,CAMPO UNDIVIDED HIGH SCHOOL,7TH,0,0,0,0,5,5,0,0%
0270,CAMPO RE-6,1252,CAMPO UNDIVIDED HIGH SCHOOL,8TH,0,0,0,0,1,1,0,0%
0270,CAMPO RE-6,1252,CAMPO UNDIVIDED HIGH SCHOOL,9TH,0,0,0,1,1,2,1,50%
0270,CAMPO RE-6,1252,CAMPO UNDIVIDED HIGH SCHOOL,10TH,0,0,0,0,7,7,0,0%
0270,CAMPO RE-6,1252,CAMPO UNDIVIDED HIGH SCHOOL,11TH,0,0,0,1,4,5,1,20%
0270,CAMPO RE-6,1252,CAMPO UNDIVIDED HIGH SCHOOL,12TH,0,0,0,0,2,2,0,0%
0270,CAMPO RE-6,1252,CAMPO UNDIVIDED HIGH SCHOOL,SCHOOL TOTAL,0,0,0,3,24,27,3,11%
0270,CAMPO RE-6,,DISTRICT TOTAL,,0,0,0,6,43,49,6,12%
0290,LAS ANIMAS RE-1,1812,LAS ANIMAS ELEMENTARY SCHOOL,KINDERGARTEN,0,0,0,27,18,45,27,60%
0290,LAS ANIMAS RE-1,1812,LAS ANIMAS ELEMENTARY SCHOOL,1ST,0,0,0,30,27,57,30,53%
0290,LAS ANIMAS RE-1,1812,LAS ANIMAS ELEMENTARY SCHOOL,2ND,0,1,0,26,15,42,27,64%
0290,LAS ANIMAS RE-1,1812,LAS ANIMAS ELEMENTARY SCHOOL,3RD,0,0,1,26,21,48,27,56%
0290,LAS ANIMAS RE-1,1812,LAS ANIMAS ELEMENTARY SCHOOL,4TH,0,1,1,23,16,41,25,61%
0290,LAS ANIMAS RE-1,1812,LAS ANIMAS ELEMENTARY SCHOOL,5TH,1,2,1,24,13,41,28,68%
0290,LAS ANIMAS RE-1,1812,LAS ANIMAS ELEMENTARY SCHOOL,SCHOOL TOTAL,1,4,3,156,110,274,164,60%
0290,LAS ANIMAS RE-1,4495,JUMP START LEARNING CENTER,PK,1,0,0,26,25,52,27,52%
0290,LAS ANIMAS RE-1,4495,JUMP START LEARNING CENTER,SCHOOL TOTAL,1,0,0,26,25,52,27,52%
0290,LAS ANIMAS RE-1,4983,LAS ANIMAS A+ DISTANCE LEARNING SCHOOL,7TH,0,0,0,1,0,1,1,100%
0290,LAS ANIMAS RE-1,4983,LAS ANIMAS A+ DISTANCE LEARNING SCHOOL,9TH,0,0,0,1,1,2,1,50%
0290,LAS ANIMAS RE-1,4983,LAS ANIMAS A+ DISTANCE LEARNING SCHOOL,10TH,0,0,0,0,2,2,0,0%
0290,LAS ANIMAS RE-1,4983,LAS ANIMAS A+ DISTANCE LEARNING SCHOOL,12TH,0,0,0,0,1,1,0,0%
0290,LAS ANIMAS RE-1,4983,LAS ANIMAS A+ DISTANCE LEARNING SCHOOL,SCHOOL TOTAL,0,0,0,2,4,6,2,33%
0290,LAS ANIMAS RE-1,4986,LAS ANIMAS MIDDLE SCHOOL,6TH,0,0,0,20,14,34,20,59%
0290,LAS ANIMAS RE-1,4986,LAS ANIMAS MIDDLE SCHOOL,7TH,0,0,1,20,25,46,21,46%
0290,LAS ANIMAS RE-1,4986,LAS ANIMAS MIDDLE SCHOOL,8TH,0,1,0,14,17,32,15,47%
0290,LAS ANIMAS RE-1,4986,LAS ANIMAS MIDDLE SCHOOL,SCHOOL TOTAL,0,1,1,54,56,112,56,50%
0290,LAS ANIMAS RE-1,4990,LAS ANIMAS HIGH SCHOOL,9TH,0,0,1,20,25,46,21,46%
0290,LAS ANIMAS RE-1,4990,LAS ANIMAS HIGH SCHOOL,10TH,0,0,0,16,20,36,16,44%
0290,LAS ANIMAS RE-1,4990,LAS ANIMAS HIGH SCHOOL,11TH,0,2,0,18,22,42,20,48%
0290,LAS ANIMAS RE-1,4990,LAS ANIMAS HIGH SCHOOL,12TH,0,0,0,12,12,24,12,50%
0290,LAS ANIMAS RE-1,4990,LAS ANIMAS HIGH SCHOOL,SCHOOL TOTAL,0,2,1,66,79,148,69,47%
0290,LAS ANIMAS RE-1,,DISTRICT TOTAL,,2,7,5,304,274,592,318,54%
0310,MC CLAVE RE-2,5666,MC CLAVE ELEMENTARY SCHOOL,PK,0,0,0,10,10,20,10,50%
0310,MC CLAVE RE-2,5666,MC CLAVE ELEMENTARY SCHOOL,KINDERGARTEN,0,0,0,4,7,11,4,36%
0310,MC CLAVE RE-2,5666,MC CLAVE ELEMENTARY SCHOOL,1ST,1,0,0,4,11,16,5,31%
0310,MC CLAVE RE-2,5666,MC CLAVE ELEMENTARY SCHOOL,2ND,0,0,0,3,14,17,3,18%
0310,MC CLAVE RE-2,5666,MC CLAVE ELEMENTARY SCHOOL,3RD,0,0,0,7,17,24,7,29%
0310,MC CLAVE RE-2,5666,MC CLAVE ELEMENTARY SCHOOL,4TH,0,0,0,1,13,14,1,7%
0310,MC CLAVE RE-2,5666,MC CLAVE ELEMENTARY SCHOOL,5TH,0,0,1,5,17,23,6,26%
0310,MC CLAVE RE-2,5666,MC CLAVE ELEMENTARY SCHOOL,6TH,0,0,0,7,15,22,7,32%
0310,MC CLAVE RE-2,5666,MC CLAVE ELEMENTARY SCHOOL,SCHOOL TOTAL,1,0,1,41,104,147,43,29%
0310,MC CLAVE RE-2,5670,MC CLAVE UNDIVIDED HIGH SCHOOL,7TH,0,0,0,11,9,20,11,55%
0310,MC CLAVE RE-2,5670,MC CLAVE UNDIVIDED HIGH SCHOOL,8TH,0,0,0,6,14,20,6,30%
0310,MC CLAVE RE-2,5670,MC CLAVE UNDIVIDED HIGH SCHOOL,9TH,0,0,0,6,10,16,6,38%
0310,MC CLAVE RE-2,5670,MC CLAVE UNDIVIDED HIGH SCHOOL,10TH,0,0,0,8,14,22,8,36%
0310,MC CLAVE RE-2,5670,MC CLAVE UNDIVIDED HIGH SCHOOL,11TH,0,0,0,6,12,18,6,33%
0310,MC CLAVE RE-2,5670,MC CLAVE UNDIVIDED HIGH SCHOOL,12TH,0,0,0,4,12,16,4,25%
0310,MC CLAVE RE-2,5670,MC CLAVE UNDIVIDED HIGH SCHOOL,SCHOOL TOTAL,0,0,0,41,71,112,41,37%
0310,MC CLAVE RE-2,,DISTRICT TOTAL,,1,0,1,82,175,259,84,32%
0470,ST VRAIN VALLEY RE 1J,0060,LEGACY ELEMENTARY SCHOOL,PK,0,0,2,5,37,44,7,16%
0470,ST VRAIN VALLEY RE 1J,0060,LEGACY ELEMENTARY SCHOOL,HALF DAY K,1,2,0,15,52,70,18,26%
0470,ST VRAIN VALLEY RE 1J,0060,LEGACY ELEMENTARY SCHOOL,KINDERGARTEN,0,2,0,3,19,24,5,21%
0470,ST VRAIN VALLEY RE 1J,0060,LEGACY ELEMENTARY SCHOOL,1ST,0,1,1,13,61,76,15,20%
0470,ST VRAIN VALLEY RE 1J,0060,LEGACY ELEMENTARY SCHOOL,2ND,0,4,0,8,74,86,12,14%
0470,ST VRAIN VALLEY RE 1J,0060,LEGACY ELEMENTARY SCHOOL,3RD,0,3,1,12,63,79,16,20%
0470,ST VRAIN VALLEY RE 1J,0060,LEGACY ELEMENTARY SCHOOL,4TH,0,1,0,10,64,75,11,15%
0470,ST VRAIN VALLEY RE 1J,0060,LEGACY ELEMENTARY SCHOOL,5TH,1,4,0,16,56,77,21,27%
0470,ST VRAIN VALLEY RE 1J,0060,LEGACY ELEMENTARY SCHOOL,SCHOOL TOTAL,2,17,4,82,426,531,105,20%
0470,ST VRAIN VALLEY RE 1J,0061,ALPINE ELEMENTARY SCHOOL,PK,2,2,0,12,45,61,16,26%
0470,ST VRAIN VALLEY RE 1J,0061,ALPINE ELEMENTARY SCHOOL,KINDERGARTEN,0,3,2,12,60,77,17,22%
0470,ST VRAIN VALLEY RE 1J,0061,ALPINE ELEMENTARY SCHOOL,1ST,3,4,2,12,61,82,21,26%
0470,ST VRAIN VALLEY RE 1J,0061,ALPINE ELEMENTARY SCHOOL,2ND,1,6,0,17,46,70,24,34%
0470,ST VRAIN VALLEY RE 1J,0061,ALPINE ELEMENTARY SCHOOL,3RD,0,4,2,11,53,70,17,24%
0470,ST VRAIN VALLEY RE 1J,0061,ALPINE ELEMENTARY SCHOOL,4TH,0,5,2,11,57,75,18,24%
0470,ST VRAIN VALLEY RE 1J,0061,ALPINE ELEMENTARY SCHOOL,5TH,2,2,1,16,49,70,21,30%
0470,ST VRAIN VALLEY RE 1J,0061,ALPINE ELEMENTARY SCHOOL,SCHOOL TOTAL,8,26,9,91,371,505,134,27%
0470,ST VRAIN VALLEY RE 1J,0226,ALTONA MIDDLE SCHOOL,6TH,1,22,2,19,155,199,44,22%
0470,ST VRAIN VALLEY RE 1J,0226,ALTONA MIDDLE SCHOOL,7TH,0,22,6,27,178,233,55,24%
0470,ST VRAIN VALLEY RE 1J,0226,ALTONA MIDDLE SCHOOL,8TH,1,13,4,21,140,179,39,22%
0470,ST VRAIN VALLEY RE 1J,0226,ALTONA MIDDLE SCHOOL,SCHOOL TOTAL,2,57,12,67,473,611,138,23%
0470,ST VRAIN VALLEY RE 1J,0875,BLACK ROCK ELEMENTARY,PK,0,2,0,0,28,30,2,7%
0470,ST VRAIN VALLEY RE 1J,0875,BLACK ROCK ELEMENTARY,HALF DAY K,0,6,1,9,101,117,16,14%
0470,ST VRAIN VALLEY RE 1J,0875,BLACK ROCK ELEMENTARY,KINDERGARTEN,0,0,0,2,23,25,2,8%
0470,ST VRAIN VALLEY RE 1J,0875,BLACK ROCK ELEMENTARY,1ST,0,6,0,13,125,144,19,13%
0470,ST VRAIN VALLEY RE 1J,0875,BLACK ROCK ELEMENTARY,2ND,1,5,2,9,128,145,17,12%
0470,ST VRAIN VALLEY RE 1J,0875,BLACK ROCK ELEMENTARY,3RD,0,2,2,13,91,108,17,16%
0470,ST VRAIN VALLEY RE 1J,0875,BLACK ROCK ELEMENTARY,4TH,0,6,1,11,82,100,18,18%
0470,ST VRAIN VALLEY RE 1J,0875,BLACK ROCK ELEMENTARY,5TH,1,8,0,12,91,112,21,19%
0470,ST VRAIN VALLEY RE 1J,0875,BLACK ROCK ELEMENTARY,SCHOOL TOTAL,2,35,6,69,669,781,112,14%
0470,ST VRAIN VALLEY RE 1J,0878,BLUE MOUNTAIN ELEMENTARY,PK,0,7,0,5,31,43,12,28%
0470,ST VRAIN VALLEY RE 1J,0878,BLUE MOUNTAIN ELEMENTARY,HALF DAY K,0,4,0,3,42,49,7,14%
0470,ST VRAIN VALLEY RE 1J,0878,BLUE MOUNTAIN ELEMENTARY,KINDERGARTEN,0,1,0,1,23,25,2,8%
0470,ST VRAIN VALLEY RE 1J,0878,BLUE MOUNTAIN ELEMENTARY,1ST,0,6,1,5,58,70,12,17%
0470,ST VRAIN VALLEY RE 1J,0878,BLUE MOUNTAIN ELEMENTARY,2ND,0,10,1,5,50,66,16,24%
0470,ST VRAIN VALLEY RE 1J,0878,BLUE MOUNTAIN ELEMENTARY,3RD,0,5,1,2,48,56,8,14%
0470,ST VRAIN VALLEY RE 1J,0878,BLUE MOUNTAIN ELEMENTARY,4TH,0,10,0,5,48,63,15,24%
0470,ST VRAIN VALLEY RE 1J,0878,BLUE MOUNTAIN ELEMENTARY,5TH,0,5,2,3,47,57,10,18%
0470,ST VRAIN VALLEY RE 1J,0878,BLUE MOUNTAIN ELEMENTARY,SCHOOL TOTAL,0,48,5,29,347,429,82,19%
0470,ST VRAIN VALLEY RE 1J,1148,BURLINGTON ELEMENTARY SCHOOL,PK,0,2,0,11,21,34,13,38%
0470,ST VRAIN VALLEY RE 1J,1148,BURLINGTON ELEMENTARY SCHOOL,HALF DAY K,0,1,0,14,22,37,15,41%
0470,ST VRAIN VALLEY RE 1J,1148,BURLINGTON ELEMENTARY SCHOOL,KINDERGARTEN,0,0,1,2,23,26,3,12%
0470,ST VRAIN VALLEY RE 1J,1148,BURLINGTON ELEMENTARY SCHOOL,1ST,0,2,1,22,46,71,25,35%
0470,ST VRAIN VALLEY RE 1J,1148,BURLINGTON ELEMENTARY SCHOOL,2ND,0,2,0,24,56,82,26,32%
0470,ST VRAIN VALLEY RE 1J,1148,BURLINGTON ELEMENTARY SCHOOL,3RD,1,3,0,19,52,75,23,31%
0470,ST VRAIN VALLEY RE 1J,1148,BURLINGTON ELEMENTARY SCHOOL,4TH,0,2,1,18,54,75,21,28%
0470,ST VRAIN VALLEY RE 1J,1148,BURLINGTON ELEMENTARY SCHOOL,5TH,2,3,2,20,53,80,27,34%
0470,ST VRAIN VALLEY RE 1J,1148,BURLINGTON ELEMENTARY SCHOOL,SCHOOL TOTAL,3,15,5,130,327,480,153,32%
0470,ST VRAIN VALLEY RE 1J,1245,CENTENNIAL ELEMENTARY,PK,0,3,2,7,21,33,12,36%
0470,ST VRAIN VALLEY RE 1J,1245,CENTENNIAL ELEMENTARY,HALF DAY K,2,0,0,14,35,51,16,31%
0470,ST VRAIN VALLEY RE 1J,1245,CENTENNIAL ELEMENTARY,KINDERGARTEN,0,0,0,4,22,26,4,15%
0470,ST VRAIN VALLEY RE 1J,1245,CENTENNIAL ELEMENTARY,1ST,1,1,0,8,70,80,10,13%
0470,ST VRAIN VALLEY RE 1J,1245,CENTENNIAL ELEMENTARY,2ND,1,0,3,17,57,78,21,27%
0470,ST VRAIN VALLEY RE 1J,1245,CENTENNIAL ELEMENTARY,3RD,4,1,1,10,67,83,16,19%
0470,ST VRAIN VALLEY RE 1J,1245,CENTENNIAL ELEMENTARY,4TH,2,1,2,24,66,95,29,31%
0470,ST VRAIN VALLEY RE 1J,1245,CENTENNIAL ELEMENTARY,5TH,3,0,2,23,35,63,28,44%
0470,ST VRAIN VALLEY RE 1J,1245,CENTENNIAL ELEMENTARY,SCHOOL TOTAL,13,6,10,107,373,509,136,27%
0470,ST VRAIN VALLEY RE 1J,1284,CARBON VALLEY ACADEMY,PK,0,0,0,5,70,75,5,7%
0470,ST VRAIN VALLEY RE 1J,1284,CARBON VALLEY ACADEMY,HALF DAY K,0,0,1,1,37,39,2,5%
0470,ST VRAIN VALLEY RE 1J,1284,CARBON VALLEY ACADEMY,KINDERGARTEN,0,0,0,2,18,20,2,10%
0470,ST VRAIN VALLEY RE 1J,1284,CARBON VALLEY ACADEMY,1ST,1,0,0,7,56,64,8,13%
0470,ST VRAIN VALLEY RE 1J,1284,CARBON VALLEY ACADEMY,2ND,0,1,0,8,38,47,9,19%
0470,ST VRAIN VALLEY RE 1J,1284,CARBON VALLEY ACADEMY,3RD,0,1,0,1,38,40,2,5%
0470,ST VRAIN VALLEY RE 1J,1284,CARBON VALLEY ACADEMY,4TH,0,2,0,2,39,43,4,9%
0470,ST VRAIN VALLEY RE 1J,1284,CARBON VALLEY ACADEMY,5TH,0,0,1,2,34,37,3,8%
0470,ST VRAIN VALLEY RE 1J,1284,CARBON VALLEY ACADEMY,6TH,0,2,0,2,21,25,4,16%
0470,ST VRAIN VALLEY RE 1J,1284,CARBON VALLEY ACADEMY,7TH,0,0,0,5,12,17,5,29%
0470,ST VRAIN VALLEY RE 1J,1284,CARBON VALLEY ACADEMY,8TH,0,0,0,0,12,12,0,0%
0470,ST VRAIN VALLEY RE 1J,1284,CARBON VALLEY ACADEMY,9TH,0,0,0,3,11,14,3,21%
0470,ST VRAIN VALLEY RE 1J,1284,CARBON VALLEY ACADEMY,10TH,0,0,0,0,7,7,0,0%
0470,ST VRAIN VALLEY RE 1J,1284,CARBON VALLEY ACADEMY,SCHOOL TOTAL,1,6,2,38,393,440,47,11%
0470,ST VRAIN VALLEY RE 1J,1434,CENTRAL ELEMENTARY SCHOOL,PK,1,1,1,9,26,38,12,32%
0470,ST VRAIN VALLEY RE 1J,1434,CENTRAL ELEMENTARY SCHOOL,HALF DAY K,0,1,1,7,13,22,9,41%
0470,ST VRAIN VALLEY RE 1J,1434,CENTRAL ELEMENTARY SCHOOL,KINDERGARTEN,1,1,0,24,17,43,26,60%
0470,ST VRAIN VALLEY RE 1J,1434,CENTRAL ELEMENTARY SCHOOL,1ST,0,3,1,39,34,77,43,56%
0470,ST VRAIN VALLEY RE 1J,1434,CENTRAL ELEMENTARY SCHOOL,2ND,1,1,2,31,34,69,35,51%
0470,ST VRAIN VALLEY RE 1J,1434,CENTRAL ELEMENTARY SCHOOL,3RD,1,2,0,33,30,66,36,55%
0470,ST VRAIN VALLEY RE 1J,1434,CENTRAL ELEMENTARY SCHOOL,4TH,2,0,0,36,29,67,38,57%
0470,ST VRAIN VALLEY RE 1J,1434,CENTRAL ELEMENTARY SCHOOL,5TH,0,1,2,23,32,58,26,45%
0470,ST VRAIN VALLEY RE 1J,1434,CENTRAL ELEMENTARY SCHOOL,SCHOOL TOTAL,6,10,7,202,215,440,225,51%
0470,ST VRAIN VALLEY RE 1J,1844,COLUMBINE ELEMENTARY SCHOOL,PK,0,0,2,24,4,30,26,87%
0470,ST VRAIN VALLEY RE 1J,1844,COLUMBINE ELEMENTARY SCHOOL,KINDERGARTEN,0,0,1,58,8,67,59,88%
0470,ST VRAIN VALLEY RE 1J,1844,COLUMBINE ELEMENTARY SCHOOL,1ST,0,0,3,61,5,69,64,93%
0470,ST VRAIN VALLEY RE 1J,1844,COLUMBINE ELEMENTARY SCHOOL,2ND,0,1,0,44,8,53,45,85%
0470,ST VRAIN VALLEY RE 1J,1844,COLUMBINE ELEMENTARY SCHOOL,3RD,0,0,0,46,8,54,46,85%
0470,ST VRAIN VALLEY RE 1J,1844,COLUMBINE ELEMENTARY SCHOOL,4TH,0,1,1,46,7,55,48,87%
0470,ST VRAIN VALLEY RE 1J,1844,COLUMBINE ELEMENTARY SCHOOL,5TH,1,0,0,48,4,53,49,92%
0470,ST VRAIN VALLEY RE 1J,1844,COLUMBINE ELEMENTARY SCHOOL,SCHOOL TOTAL,1,2,7,327,44,381,337,88%
0470,ST VRAIN VALLEY RE 1J,2343,EAGLE CREST ELEMENTARY SCHOOL,PK,0,4,1,3,32,40,8,20%
0470,ST VRAIN VALLEY RE 1J,2343,EAGLE CREST ELEMENTARY SCHOOL,HALF DAY K,1,4,1,5,23,34,11,32%
0470,ST VRAIN VALLEY RE 1J,2343,EAGLE CREST ELEMENTARY SCHOOL,KINDERGARTEN,0,4,2,2,17,25,8,32%
0470,ST VRAIN VALLEY RE 1J,2343,EAGLE CREST ELEMENTARY SCHOOL,1ST,3,10,0,10,58,81,23,28%
0470,ST VRAIN VALLEY RE 1J,2343,EAGLE CREST ELEMENTARY SCHOOL,2ND,0,9,1,8,61,79,18,23%
0470,ST VRAIN VALLEY RE 1J,2343,EAGLE CREST ELEMENTARY SCHOOL,3RD,0,3,1,17,54,75,21,28%
0470,ST VRAIN VALLEY RE 1J,2343,EAGLE CREST ELEMENTARY SCHOOL,4TH,1,5,1,11,47,65,18,28%
0470,ST VRAIN VALLEY RE 1J,2343,EAGLE CREST ELEMENTARY SCHOOL,5TH,0,3,1,11,70,85,15,18%
0470,ST VRAIN VALLEY RE 1J,2343,EAGLE CREST ELEMENTARY SCHOOL,SCHOOL TOTAL,5,42,8,67,362,484,122,25%
0470,ST VRAIN VALLEY RE 1J,2758,ERIE ELEMENTARY SCHOOL,PK,1,2,0,4,39,46,7,15%
0470,ST VRAIN VALLEY RE 1J,2758,ERIE ELEMENTARY SCHOOL,HALF DAY K,0,1,1,5,71,78,7,9%
0470,ST VRAIN VALLEY RE 1J,2758,ERIE ELEMENTARY SCHOOL,KINDERGARTEN,0,0,0,2,22,24,2,8%
0470,ST VRAIN VALLEY RE 1J,2758,ERIE ELEMENTARY SCHOOL,1ST,0,5,0,8,91,104,13,13%
0470,ST VRAIN VALLEY RE 1J,2758,ERIE ELEMENTARY SCHOOL,2ND,0,2,2,8,67,79,12,15%
0470,ST VRAIN VALLEY RE 1J,2758,ERIE ELEMENTARY SCHOOL,3RD,0,2,4,8,77,91,14,15%
0470,ST VRAIN VALLEY RE 1J,2758,ERIE ELEMENTARY SCHOOL,4TH,2,3,1,17,73,96,23,24%
0470,ST VRAIN VALLEY RE 1J,2758,ERIE ELEMENTARY SCHOOL,5TH,1,0,1,10,59,71,12,17%
0470,ST VRAIN VALLEY RE 1J,2758,ERIE ELEMENTARY SCHOOL,SCHOOL TOTAL,4,15,9,62,499,589,90,15%
0470,ST VRAIN VALLEY RE 1J,2760,ERIE MIDDLE SCHOOL,6TH,1,7,1,20,140,169,29,17%
0470,ST VRAIN VALLEY RE 1J,2760,ERIE MIDDLE SCHOOL,7TH,0,5,0,20,142,167,25,15%
0470,ST VRAIN VALLEY RE 1J,2760,ERIE MIDDLE SCHOOL,8TH,2,4,1,24,127,158,31,20%
0470,ST VRAIN VALLEY RE 1J,2760,ERIE MIDDLE SCHOOL,SCHOOL TOTAL,3,16,2,64,409,494,85,17%
0470,ST VRAIN VALLEY RE 1J,2761,ERIE HIGH SCHOOL,9TH,0,9,2,26,155,192,37,19%
0470,ST VRAIN VALLEY RE 1J,2761,ERIE HIGH SCHOOL,10TH,2,7,4,25,140,178,38,21%
0470,ST VRAIN VALLEY RE 1J,2761,ERIE HIGH SCHOOL,11TH,3,8,4,21,152,188,36,19%
0470,ST VRAIN VALLEY RE 1J,2761,ERIE HIGH SCHOOL,12TH,1,10,5,10,115,141,26,18%
0470,ST VRAIN VALLEY RE 1J,2761,ERIE HIGH SCHOOL,SCHOOL TOTAL,6,34,15,82,562,699,137,20%
0470,ST VRAIN VALLEY RE 1J,2912,FALL RIVER ELEMENTARY SCHOOL,PK,0,6,0,3,33,42,9,21%
0470,ST VRAIN VALLEY RE 1J,2912,FALL RIVER ELEMENTARY SCHOOL,HALF DAY K,1,3,0,10,54,68,14,21%
0470,ST VRAIN VALLEY RE 1J,2912,FALL RIVER ELEMENTARY SCHOOL,1ST,1,5,0,9,72,87,15,17%
0470,ST VRAIN VALLEY RE 1J,2912,FALL RIVER ELEMENTARY SCHOOL,2ND,0,6,1,6,61,74,13,18%
0470,ST VRAIN VALLEY RE 1J,2912,FALL RIVER ELEMENTARY SCHOOL,3RD,1,5,1,10,67,84,17,20%
0470,ST VRAIN VALLEY RE 1J,2912,FALL RIVER ELEMENTARY SCHOOL,4TH,0,3,1,19,70,93,23,25%
0470,ST VRAIN VALLEY RE 1J,2912,FALL RIVER ELEMENTARY SCHOOL,5TH,0,4,2,8,81,95,14,15%
0470,ST VRAIN VALLEY RE 1J,2912,FALL RIVER ELEMENTARY SCHOOL,SCHOOL TOTAL,3,32,5,65,438,543,105,19%
0470,ST VRAIN VALLEY RE 1J,2964,FLAGSTAFF CHARTER ACADEMY,HALF DAY K,0,1,0,1,22,24,2,8%
0470,ST VRAIN VALLEY RE 1J,2964,FLAGSTAFF CHARTER ACADEMY,KINDERGARTEN,0,6,0,3,60,69,9,13%
0470,ST VRAIN VALLEY RE 1J,2964,FLAGSTAFF CHARTER ACADEMY,1ST,1,8,1,8,82,100,18,18%
0470,ST VRAIN VALLEY RE 1J,2964,FLAGSTAFF CHARTER ACADEMY,2ND,0,3,0,4,93,100,7,7%
0470,ST VRAIN VALLEY RE 1J,2964,FLAGSTAFF CHARTER ACADEMY,3RD,1,7,2,6,84,100,16,16%
0470,ST VRAIN VALLEY RE 1J,2964,FLAGSTAFF CHARTER ACADEMY,4TH,0,5,4,3,64,76,12,16%
0470,ST VRAIN VALLEY RE 1J,2964,FLAGSTAFF CHARTER ACADEMY,5TH,0,2,1,2,71,76,5,7%
0470,ST VRAIN VALLEY RE 1J,2964,FLAGSTAFF CHARTER ACADEMY,6TH,1,4,0,3,46,54,8,15%
0470,ST VRAIN VALLEY RE 1J,2964,FLAGSTAFF CHARTER ACADEMY,7TH,0,3,0,3,42,48,6,13%
0470,ST VRAIN VALLEY RE 1J,2964,FLAGSTAFF CHARTER ACADEMY,8TH,0,0,1,3,24,28,4,14%
0470,ST VRAIN VALLEY RE 1J,2964,FLAGSTAFF CHARTER ACADEMY,SCHOOL TOTAL,3,39,9,36,588,675,87,13%
0470,ST VRAIN VALLEY RE 1J,3192,FREDERICK ELEMENTARY SCHOOL,PK,2,0,0,16,20,38,18,47%
0470,ST VRAIN VALLEY RE 1J,3192,FREDERICK ELEMENTARY SCHOOL,HALF DAY K,0,3,0,14,25,42,17,40%
0470,ST VRAIN VALLEY RE 1J,3192,FREDERICK ELEMENTARY SCHOOL,KINDERGARTEN,0,1,0,31,9,41,32,78%
0470,ST VRAIN VALLEY RE 1J,3192,FREDERICK ELEMENTARY SCHOOL,1ST,1,0,0,62,39,102,63,62%
0470,ST VRAIN VALLEY RE 1J,3192,FREDERICK ELEMENTARY SCHOOL,2ND,0,1,0,33,39,73,34,47%
0470,ST VRAIN VALLEY RE 1J,3192,FREDERICK ELEMENTARY SCHOOL,3RD,2,3,2,41,37,85,48,56%
0470,ST VRAIN VALLEY RE 1J,3192,FREDERICK ELEMENTARY SCHOOL,4TH,2,0,1,45,46,94,48,51%
0470,ST VRAIN VALLEY RE 1J,3192,FREDERICK ELEMENTARY SCHOOL,5TH,1,1,1,44,25,72,47,65%
0470,ST VRAIN VALLEY RE 1J,3192,FREDERICK ELEMENTARY SCHOOL,SCHOOL TOTAL,8,9,4,286,240,547,307,56%
0470,ST VRAIN VALLEY RE 1J,3194,COAL RIDGE MIDDLE SCHOOL,6TH,4,7,1,79,183,274,91,33%
0470,ST VRAIN VALLEY RE 1J,3194,COAL RIDGE MIDDLE SCHOOL,7TH,1,7,3,88,191,290,99,34%
0470,ST VRAIN VALLEY RE 1J,3194,COAL RIDGE MIDDLE SCHOOL,8TH,0,8,2,68,155,233,78,33%
0470,ST VRAIN VALLEY RE 1J,3194,COAL RIDGE MIDDLE SCHOOL,SCHOOL TOTAL,5,22,6,235,529,797,268,34%
0470,ST VRAIN VALLEY RE 1J,3196,FREDERICK SENIOR HIGH SCHOOL,9TH,2,6,2,58,137,205,68,33%
0470,ST VRAIN VALLEY RE 1J,3196,FREDERICK SENIOR HIGH SCHOOL,10TH,4,4,2,51,151,212,61,29%
0470,ST VRAIN VALLEY RE 1J,3196,FREDERICK SENIOR HIGH SCHOOL,11TH,4,9,1,67,141,222,81,36%
0470,ST VRAIN VALLEY RE 1J,3196,FREDERICK SENIOR HIGH SCHOOL,12TH,1,5,2,60,152,220,68,31%
0470,ST VRAIN VALLEY RE 1J,3196,FREDERICK SENIOR HIGH SCHOOL,SCHOOL TOTAL,11,24,7,236,581,859,278,32%
0470,ST VRAIN VALLEY RE 1J,4202,HYGIENE ELEMENTARY SCHOOL,PK,0,1,0,1,38,40,2,5%
0470,ST VRAIN VALLEY RE 1J,4202,HYGIENE ELEMENTARY SCHOOL,HALF DAY K,0,0,0,5,20,25,5,20%
0470,ST VRAIN VALLEY RE 1J,4202,HYGIENE ELEMENTARY SCHOOL,KINDERGARTEN,0,0,0,2,23,25,2,8%
0470,ST VRAIN VALLEY RE 1J,4202,HYGIENE ELEMENTARY SCHOOL,1ST,0,1,1,6,38,46,8,17%
0470,ST VRAIN VALLEY RE 1J,4202,HYGIENE ELEMENTARY SCHOOL,2ND,1,5,1,11,59,77,18,23%
0470,ST VRAIN VALLEY RE 1J,4202,HYGIENE ELEMENTARY SCHOOL,3RD,0,5,0,9,60,74,14,19%
0470,ST VRAIN VALLEY RE 1J,4202,HYGIENE ELEMENTARY SCHOOL,4TH,0,2,1,2,64,69,5,7%
